CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;94;58;61;187
01:00;82;67;41;144
02:00;49;44;25;88
03:00;49;35;37;106
04:00;43;28;28;86
05:00;40;32;39;100
06:00;49;41;88;183
07:00;58;45;125;249
08:00;76;71;154;312
09:00;107;90;227;453
10:00;110;99;136;318
11:00;99;90;87;232
12:00;;74;;
13:00;107;71;93;249
14:00;86;48;60;178
15:00;99;62;70;207
16:00;108;55;86;239
17:00;103;58;90;241
18:00;116;47;94;260
19:00;114;48;96;260
20:00;110;64;82;235
21:00;92;52;61;185
22:00;84;59;46;154
23:00;85;53;39;143
