CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;62;67;41;124
01:00;47;49;26;87
02:00;34;39;16;58
03:00;27;26;9;42
04:00;27;15;11;43
05:00;55;23;31;102
06:00;77;17;98;226
07:00;86;26;152;317
08:00;80;17;141;295
09:00;76;40;109;242
10:00;83;38;111;252
11:00;89;71;125;280
12:00;92;74;101;245
13:00;86;65;78;205
14:00;102;64;111;271
15:00;84;64;63;180
16:00;113;50;105;274
17:00;113;53;110;281
18:00;110;63;105;270
19:00;103;76;87;236
20:00;95;68;69;200
21:00;88;75;69;194
22:00;96;58;83;223
23:00;83;55;58;171
