CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;75;66;76;710;177
01:00;47;72;64;25;480;80
02:00;44;53;45;19;440;69
03:00;46;56;46;31;440;88
04:00;44;60;50;32;440;90
05:00;48;92;78;57;480;132
06:00;49;78;64;114;490;219
07:00;65;93;80;196;670;361
08:00;66;105;87;209;730;383
09:00;69;95;79;189;740;354
10:00;72;95;76;169;770;327
11:00;75;88;72;170;810;331
12:00;72;93;77;152;780;300
13:00;75;88;77;132;820;272
14:00;76;64;52;105;830;233
15:00;78;54;45;87;840;208
16:00;86;54;42;86;940;214
17:00;98;48;38;99;1080;246
18:00;90;45;37;76;1000;202
19:00;105;55;46;122;1150;287
20:00;;63;46;;;
21:00;99;69;54;141;1110;312
22:00;99;70;58;145;1090;318
23:00;76;76;65;107;850;236
