CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;20;12;500;37
01:00;35;66;23;980;69
02:00;27;34;25;860;64
03:00;21;40;15;610;42
04:00;23;25;11;570;40
05:00;27;17;15;540;49
06:00;21;8;15;490;43
07:00;23;11;24;520;59
08:00;30;12;32;630;78
09:00;49;8;62;930;142
10:00;46;17;58;960;134
11:00;46;26;58;960;134
12:00;47;21;58;890;135
13:00;41;15;41;800;103
14:00;35;9;43;850;99
15:00;39;8;52;1020;117
16:00;44;26;49;970;118
17:00;41;23;48;960;114
18:00;42;48;40;930;103
19:00;40;56;48;910;112
20:00;45;44;51;1040;122
21:00;34;27;37;810;90
22:00;24;27;26;640;63
23:00;21;36;19;500;49
