CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;5.753;63.5631;131.896;81.9948;121.969;1225.21;1236.56;250.666
00:00;5.36995;65.8051;123.414;74.1278;104.644;1038.03;1255.55;226.288
01:00;5.21359;53.4301;106.754;65.7664;64.8859;915.73;1251.83;152.967
02:00;5.85238;56.3107;134.875;102.764;89.8121;1397.94;1285.53;194.079
03:00;5.61217;55.578;115.647;81.8486;80.41;1089.8;1239.74;178.786
04:00;5.29287;52.134;102.837;71.4329;91.0307;1041.29;1214.93;191.763
05:00;5.38127;49.5116;118.01;85.989;76.3819;1148.05;1162.19;166.661
06:00;5.27157;50.3996;112.757;79.7973;95.4353;1182.71;1129.85;196.744
07:00;5.1523;60.0948;120.467;79.1789;145.912;1287.74;1137.66;283.925
08:00;4.97789;60.1006;115.169;71.9299;135.418;1226.13;1161.17;267.788
09:00;5.22454;64.7641;115.476;78.9979;147.554;1475.4;1231.13;291.105
10:00;5.19213;74.4476;110.282;71.8449;177.392;1368.29;1227.43;346.518
11:00;4.5762;70.9904;97.7427;53.59;144.523;1060.63;1223.78;292.61
12:00;4.29369;70.34;97.263;51.8375;143.107;993.61;1217.82;289.767
13:00;4.07863;73.2456;90.3447;46.1661;131.368;953.62;1193.52;274.687
14:00;3.80994;63.704;77.1984;41.2698;117.391;900.02;1158.18;243.979
15:00;3.46134;74.5214;66.5995;32.3924;125.818;869.73;1105.93;267.6
16:00;3.36413;82.7351;74.105;33.885;156.959;966.41;1073.46;323.664
17:00;4.05136;95.2796;124.719;51.8978;290.174;1647.77;1095.01;540.286
18:00;5.25036;105.601;177.676;80.6835;338.944;2114.72;1188.31;625.638
19:00;6.56146;93.8789;179.437;97.11;290.45;1951.06;1299.62;539.428
20:00;8.09318;99.3251;164.361;107.721;371.634;2532.74;1492.01;669.443
21:00;9.46034;82.6049;150.077;106.027;297.822;2506.8;1686.16;539.489
22:00;11.0622;74.0081;160.605;123.882;301.249;2650.11;1904.92;536.173
23:00;12.0202;68.2612;158.225;126.232;258.158;2555.63;2115.65;464.174
00:00;12.7567;54.6013;158.827;126.418;255.695;2529.29;2311.01;446.873
