CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;40;27;1330
01:00;40;29;1290
02:00;80;67;1170
03:00;70;60;1120
04:00;65;55;1060
05:00;65;55;1020
06:00;60;51;960
07:00;60;50;910
08:00;60;47;880
09:00;47;35;860
10:00;31;21;850
11:00;24;16;880
12:00;26;15;870
13:00;28;14;840
14:00;25;12;800
15:00;29;13;770
16:00;31;14;800
17:00;34;15;860
18:00;36;16;890
19:00;37;19;930
20:00;52;26;1040
21:00;61;29;1160
22:00;49;33;1300
23:00;37;26;1320
