CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;64;141;280
01:00;54;83;181
02:00;34;53;115
03:00;32;72;142
04:00;29;58;117
05:00;31;67;132
06:00;40;111;209
07:00;50;188;338
08:00;57;244;428
09:00;61;206;374
10:00;79;220;415
11:00;80;143;297
12:00;63;71;171
13:00;64;67;167
14:00;69;59;159
15:00;89;87;222
16:00;92;82;216
17:00;107;108;272
18:00;139;263;541
19:00;170;453;862
20:00;139;374;711
21:00;120;294;569
22:00;102;288;541
23:00;94;321;583
