CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;99;18;600;56
01:00;34;86;18;930;62
02:00;32;69;12;890;50
03:00;34;85;10;900;49
04:00;39;103;18;980;66
05:00;44;109;42;1050;108
06:00;46;108;60;1230;138
07:00;56;117;124;1850;245
08:00;62;110;167;2330;317
09:00;52;126;130;2390;250
10:00;69;139;181;2740;345
11:00;61;159;108;1950;226
12:00;68;137;125;1910;260
13:00;55;119;112;1640;226
14:00;60;115;107;1530;224
15:00;82;103;124;1890;271
16:00;84;117;144;2330;304
17:00;89;129;162;2680;337
18:00;93;166;182;3300;371
19:00;90;207;189;3500;379
20:00;75;151;143;3080;293
21:00;66;140;103;2110;224
22:00;62;189;112;1960;233
23:00;61;163;93;1610;203
