CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;21;16;19;470;49
01:00;43;81;58;36;880;98
02:00;38;68;49;26;760;77
03:00;36;68;49;22;740;69
04:00;30;66;48;21;750;62
05:00;34;51;36;39;670;93
06:00;55;40;28;116;810;232
07:00;78;36;25;248;1320;457
08:00;97;41;28;289;1810;539
09:00;89;47;33;258;1500;483
10:00;82;57;40;225;1390;426
11:00;88;50;35;232;1330;444
12:00;69;46;32;178;1190;342
13:00;83;40;29;141;1150;298
14:00;68;36;25;98;890;218
15:00;61;29;21;76;840;177
16:00;72;44;32;99;1190;223
17:00;77;51;36;128;1150;272
18:00;80;56;40;137;1180;289
19:00;67;46;33;98;1000;215
20:00;59;44;31;90;1080;195
21:00;50;36;25;63;950;147
22:00;38;25;17;42;680;103
23:00;30;26;18;31;590;77
