CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;114;59;83;1170;238
01:00;99;54;53;800;180
02:00;74;74;44;650;140
03:00;65;67;41;610;127
04:00;64;52;44;480;130
05:00;52;40;36;370;107
06:00;57;68;43;400;122
07:00;64;81;61;590;156
08:00;69;68;82;680;193
09:00;75;63;91;810;213
10:00;63;43;57;520;149
11:00;77;40;53;620;156
12:00;84;45;50;580;160
13:00;82;55;42;550;144
14:00;84;40;43;510;147
15:00;90;39;46;590;158
16:00;90;39;43;520;154
17:00;98;43;44;640;163
18:00;112;40;60;720;202
19:00;122;49;76;1040;236
20:00;150;67;159;1960;392
21:00;147;88;196;2040;446
22:00;132;89;180;2060;406
23:00;125;75;147;1720;349
