CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;38;34;15;350;44
01:00;25;62;58;19;480;55
02:00;31;65;59;18;470;58
03:00;36;63;58;23;520;71
04:00;31;58;50;18;490;58
05:00;28;50;46;14;400;49
06:00;20;41;39;10;330;36
07:00;27;41;39;17;320;53
08:00;36;48;42;25;400;73
09:00;40;48;43;32;430;88
10:00;37;48;44;33;440;87
11:00;42;54;47;45;560;110
12:00;47;56;49;56;610;133
13:00;53;64;53;87;800;185
14:00;53;62;54;84;860;181
15:00;58;76;65;96;950;205
16:00;57;63;53;83;850;183
17:00;54;65;55;78;870;172
18:00;52;65;54;78;830;172
19:00;52;54;48;75;760;166
20:00;41;45;41;51;590;118
21:00;37;44;39;39;520;97
22:00;33;40;37;28;450;75
23:00;32;43;36;27;440;73
