CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;43;30;1030
01:00;45;33;820
02:00;42;31;500
03:00;47;35;520
04:00;50;38;500
05:00;48;35;530
06:00;50;36;580
07:00;47;34;670
08:00;53;38;770
09:00;55;39;770
10:00;60;39;910
11:00;58;39;850
12:00;56;38;790
13:00;56;38;820
14:00;44;28;740
15:00;39;22;810
16:00;34;21;630
17:00;33;18;600
18:00;33;19;660
19:00;33;22;820
20:00;35;23;810
21:00;40;28;1170
22:00;45;31;910
23:00;44;32;820
