CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;67;51;35;630;86
01:00;;102;79;;;
02:00;;106;82;;;
03:00;;73;58;;;
04:00;;73;54;;;
05:00;;68;49;;;
06:00;;70;48;;;
07:00;;78;53;;;
08:00;;92;62;;;
09:00;;82;54;;;
10:00;;87;57;;;
11:00;;77;53;;;
12:00;;78;54;;;
13:00;;79;52;;;
14:00;;;;;;
15:00;;69;46;;;
16:00;;75;49;;;
17:00;88;67;46;148;880;314
18:00;68;66;44;131;970;268
19:00;60;69;50;105;940;220
20:00;56;53;39;99;820;207
21:00;51;47;34;77;670;168
22:00;49;57;43;74;750;161
23:00;42;62;47;62;690;136
