CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.13389;56.3044;43.3387;34.5274;70.0481;717.06;686.143;163.3
00:00;2.23125;47.5928;51.156;41.0152;53.1302;685.24;704.729;128.7
01:00;2.02613;28.1774;42.1208;34.4501;14.1365;458.541;657.435;49.7
02:00;1.84206;30.6091;36.8515;30.6751;18.2211;447.682;623.058;58.4
03:00;1.64871;27.7337;36.8964;30.8738;14.9851;476.54;600.128;50.6
04:00;1.57068;39.1777;34.8017;29.1807;35.4723;492.02;569.978;93.4
05:00;1.65106;52.7467;40.5125;32.8652;99.6803;605.42;576.774;205
06:00;1.87909;71.1572;42.6802;34.0416;237.208;977.74;607.53;433.6
07:00;2.51121;93.1009;45.4638;36.4703;371.021;1656.14;724.915;660
08:00;3.18167;92.3713;50.3819;39.9662;351.896;1775.72;861.225;632.159
09:00;3.46505;105.133;53.6177;41.2897;345.108;1572.14;1000.43;634.746
10:00;3.14071;94.4639;88.5372;32.8571;216.275;1014.51;1071.28;426.487
11:00;2.72569;80.0043;247.643;48.8609;166.543;759.47;1106.64;335.466
12:00;2.1885;79.6361;140.225;34.037;123.334;659.53;1127.58;268.837
13:00;2.10116;81.0166;55.1717;20.4639;152.985;674.78;1136.25;315.547
14:00;2.05907;80.4544;197.069;38.4197;121.502;679.35;1098.96;266.718
15:00;2.10884;86.7716;161.167;38.4884;141.596;810.33;993.229;304.061
16:00;1.98942;91.9616;80.3787;24.4027;131.97;803.09;871.65;294.348
17:00;1.84617;90.1278;27.5788;16.7106;122.179;715.08;764.517;277.548
18:00;2.19256;87.9427;23.0347;16.2117;151.002;864;745.704;319.465
19:00;2.7778;120.335;42.5658;30.5022;267.717;1445.27;831.429;530.44
20:00;3.07891;116.981;46.3388;35.1462;264.471;1367.78;919.96;522.704
21:00;3.23955;102.297;46.0443;37.0218;224.909;1227.28;989.022;447.322
22:00;3.20245;85.2156;48.9288;40.6244;136.361;1127.75;1045.07;294.398
23:00;3.03258;61.0199;51.3327;43.4126;83.0886;810.72;1045.12;188.749
00:00;3.12281;57.331;58.7988;48.8473;80.7346;904.23;1057.76;181.165
