CZAS;Pył zawieszony PM10;Tlenek węgla
00:00;32;820
01:00;260;3370
02:00;262;3090
03:00;249;3320
04:00;254;3260
05:00;220;2350
06:00;179;1240
07:00;120;1360
08:00;87;1510
09:00;61;970
10:00;45;910
11:00;22;880
12:00;40;810
13:00;31;710
14:00;26;710
15:00;26;890
16:00;37;860
17:00;32;970
18:00;39;880
19:00;29;1020
20:00;48;1850
21:00;55;1330
22:00;36;870
23:00;29;890
