CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14;65;9;850;27
01:00;10;16;6;460;20
02:00;10;10;4;420;14
03:00;9;7;4;400;15
04:00;8;5;4;400;13
05:00;11;3;7;410;21
06:00;14;3;15;520;37
07:00;23;5;37;790;78
08:00;28;5;46;850;97
09:00;41;13;40;780;103
10:00;24;22;40;710;86
11:00;29;21;43;820;96
12:00;33;27;65;970;132
13:00;;;;;
14:00;;40;;1180;
15:00;;48;;1280;
16:00;;41;;1860;
17:00;;41;;1630;
18:00;;52;;1930;
19:00;;57;;1990;
20:00;;51;;1760;
21:00;;50;;1090;
22:00;;27;;1040;
23:00;17;59;17;1070;43
