CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;35;25;12;380;39
01:00;15;32;23;7;340;25
02:00;27;70;55;17;640;53
03:00;24;69;54;18;660;50
04:00;27;99;67;21;700;58
05:00;27;128;73;22;690;59
06:00;33;82;52;36;690;88
07:00;38;69;51;57;790;124
08:00;31;67;50;78;880;151
09:00;40;67;50;86;920;172
10:00;50;65;46;85;900;179
11:00;54;47;27;63;610;150
12:00;46;50;22;40;490;107
13:00;43;59;23;34;490;95
14:00;36;42;22;25;420;74
15:00;39;31;20;27;400;80
16:00;51;30;20;45;460;119
17:00;41;28;17;22;390;74
18:00;46;29;18;35;470;99
19:00;35;28;20;27;410;75
20:00;42;33;23;32;450;91
21:00;36;32;22;26;420;75
22:00;27;33;22;20;410;57
23:00;30;36;26;22;480;63
