CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;46;95;93;187
01:00;39;85;60;130
02:00;44;176;33;94
03:00;36;161;21;68
04:00;30;104;19;59
05:00;22;89;25;61
06:00;28;53;55;112
07:00;54;19;129;250
08:00;65;23;129;262
09:00;75;20;135;281
10:00;73;30;128;268
11:00;74;29;132;274
12:00;75;33;129;271
13:00;79;26;125;269
14:00;73;29;115;247
15:00;84;26;142;300
16:00;81;35;124;271
17:00;94;32;172;357
18:00;105;41;227;451
19:00;87;50;169;345
20:00;87;67;208;405
21:00;71;123;188;358
22:00;61;124;175;328
23:00;54;108;125;244
