CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;54;106;54;136
01:00;52;148;112;224
02:00;54;126;58;143
03:00;31;95;15;55
04:00;40;73;32;89
05:00;35;69;18;62
06:00;40;50;27;81
07:00;57;37;56;143
08:00;81;56;141;296
09:00;84;94;232;439
10:00;86;122;168;342
11:00;78;141;124;268
12:00;69;141;94;212
13:00;84;122;125;275
14:00;86;137;113;257
15:00;81;134;94;223
16:00;72;121;106;233
17:00;;114;;
18:00;88;128;145;310
19:00;90;129;176;359
20:00;81;127;121;264
21:00;68;127;77;186
22:00;77;99;126;268
23:00;60;102;76;176
