CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;30;670;94
01:00;61;95;1500;205
02:00;54;95;1610;199
03:00;48;64;1450;147
04:00;47;71;1420;156
05:00;44;57;1400;131
06:00;52;101;1590;207
07:00;67;201;1930;374
08:00;70;191;1970;361
09:00;80;182;1820;359
10:00;83;124;1220;273
11:00;75;81;920;199
12:00;73;68;860;177
13:00;67;59;770;157
14:00;62;47;650;135
15:00;58;47;630;130
16:00;71;55;730;155
17:00;71;56;740;158
18:00;107;103;1100;266
19:00;96;85;1250;227
20:00;93;79;1020;214
21:00;66;48;890;138
22:00;59;43;780;124
23:00;51;37;820;108
