CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;40.5179;121.685;94.2922;102.298;1544.04;1657.02;197.463
01:00;36.8917;114.16;86.7726;94.3567;1451.63;1731.35;181.684
02:00;36.4873;66.1787;52.0725;44.0621;1007.33;1068.67;104.07
03:00;31.9455;60.9231;47.5944;47.3676;859.58;1052.39;104.588
04:00;32.8473;53.1664;42.4965;46.8668;729.74;1000.99;104.878
05:00;32.4259;53.7846;42.9557;67.8697;785.61;935.048;136.428
06:00;32.224;55.9859;43.9301;57.8691;788.03;899.238;121.013
07:00;33.1757;55.0788;42.7429;86.3167;1010.13;902.906;165.623
08:00;43.4038;55.5165;42.9072;163.735;1143.82;916.979;294.588
09:00;41.3654;60.0326;45.0582;136.425;1254.1;947.293;250.602
10:00;34.5137;64.8426;48.9409;102.064;1009.28;947.536;190.967
11:00;35.0679;66.3296;49.0212;74.9904;925.1;955.726;149.976
12:00;43.0207;58.0551;40.4905;85.4576;944.8;982.609;174.015
13:00;44.5384;43.3817;31.4017;58.7129;769.28;980.568;134.581
14:00;51.2976;39.4442;28.3453;59.9298;746.23;975.343;143.282
15:00;61.9769;32.3259;23.665;74.7975;881.7;959.289;176.714
16:00;79.2492;30.7212;21.8531;111.36;907.63;929.765;250.079
17:00;74.285;35.8843;24.0526;83.6266;856.96;880.122;202.641
18:00;78.7593;49.3249;31.3818;119.874;973.8;875.687;262.708
19:00;99.6731;91.4543;54.1688;359.113;2137.03;1027.18;651.152
20:00;97.1129;110.642;69.809;352.723;2167.33;1179.99;637.905
21:00;68.715;104.669;71.0136;261.442;1922.36;1324.13;469.694
22:00;54.7187;117.705;84.7635;178.776;1955.33;1475.27;328.943
23:00;47.3813;125.184;94.3805;138.989;1699.32;1577.47;260.596
