CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;40;87;62;58;1440;1488.75;127
01:00;26;74;50;25;1040;1417.5;64
02:00;26;85;58;31;1090;1377.5;73
03:00;25;79;59;20;1070;1305;55
04:00;25;86;61;25;1100;1213.75;63
05:00;25;89;62;29;1200;1148.75;69
06:00;32;103;67;91;1360;1153.75;171
07:00;53;115;68;223;1850;1222.5;393
08:00;59;122;71;266;2060;1346.25;465
09:00;60;138;78;293;2170;1487.5;508
10:00;51;138;83;207;2020;1603.75;367
11:00;58;141;83;212;1880;1705;381
12:00;72;154;86;279;2210;1843.75;497
13:00;73;150;78;219;2010;1945;407
14:00;70;136;70;182;1680;1985;347
15:00;77;123;65;225;1800;1978.75;421
16:00;79;120;67;260;1960;1966.25;475
17:00;72;119;72;224;1860;1927.5;415
18:00;68;118;74;182;1780;1897.5;346
19:00;69;127;79;160;1640;1867.5;312
20:00;53;89;58;92;1250;1747.5;193
21:00;49;82;56;90;1190;1645;187
22:00;47;92;65;88;1260;1592.5;182
23:00;51;90;63;115;1490;1553.75;227
