CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;138;104;121;1440;250
01:00;53;120;97;88;1400;188
02:00;39;104;87;63;1530;136
03:00;32;98;84;67;1430;133
04:00;31;91;79;81;1360;155
05:00;30;86;76;80;1280;153
06:00;35;101;79;146;1250;258
07:00;46;102;79;230;1300;398
08:00;53;109;80;248;1400;432
09:00;79;91;62;250;1510;463
10:00;92;62;36;202;1560;400
11:00;84;58;31;153;1480;318
12:00;66;38;22;81;1320;190
13:00;72;35;22;78;1170;192
14:00;73;29;16;66;1050;174
15:00;78;29;17;77;970;196
16:00;92;31;18;87;990;226
17:00;90;30;16;90;970;229
18:00;105;37;23;102;1010;261
19:00;116;48;30;170;1130;377
20:00;116;74;46;188;1260;404
21:00;100;134;94;171;1310;361
22:00;83;131;99;164;1370;334
23:00;79;130;104;175;1430;346
