CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;32;47;23;67
01:00;30;60;20;60
02:00;27;49;18;55
03:00;26;49;18;52
04:00;22;39;13;41
05:00;30;52;22;64
06:00;45;61;117;223
07:00;59;59;249;439
08:00;67;89;263;470
09:00;69;117;261;468
10:00;82;125;310;555
11:00;80;179;270;492
12:00;78;224;259;473
13:00;95;202;300;554
14:00;76;219;112;248
15:00;71;139;149;299
16:00;77;110;159;320
17:00;71;70;165;323
18:00;62;56;142;279
19:00;76;56;140;289
20:00;74;47;176;343
21:00;59;55;155;296
22:00;56;60;105;216
23:00;34;73;28;76
