CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;113;107;152;2120;283
01:00;58;94;87;123;1700;246
02:00;45;92;86;110;1640;213
03:00;41;94;90;103;1670;198
04:00;32;92;87;84;1590;159
05:00;30;72;68;80;1290;152
06:00;31;67;60;97;1260;179
07:00;35;71;66;121;1440;220
08:00;38;66;61;123;1420;225
09:00;48;63;57;122;1330;234
10:00;58;66;59;112;1230;229
11:00;61;64;58;101;1240;216
12:00;62;44;38;64;840;159
13:00;67;35;31;64;790;164
14:00;75;40;34;70;860;182
15:00;76;38;32;70;810;183
16:00;93;34;28;123;980;282
17:00;115;40;31;253;1480;502
18:00;122;49;37;372;1990;690
19:00;121;65;53;343;2070;645
20:00;112;73;63;345;2120;640
21:00;89;83;75;221;1830;426
22:00;76;95;88;208;1970;395
23:00;58;106;101;175;2220;325
