CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;101;1190;226
01:00;64;90;1050;201
02:00;42;78;1000;161
03:00;36;71;920;143
04:00;31;57;730;117
05:00;35;80;760;156
06:00;38;142;930;254
07:00;62;300;1770;521
08:00;87;439;1980;759
09:00;90;382;2130;674
10:00;99;286;2300;535
11:00;96;206;1640;411
12:00;111;219;1470;446
13:00;100;152;1000;332
14:00;106;115;830;282
15:00;120;120;940;303
16:00;142;218;1510;475
17:00;146;213;1750;471
18:00;145;200;2030;449
19:00;;;2000;
20:00;144;271;2290;558
21:00;126;262;2460;526
22:00;104;193;1830;399
23:00;88;177;1660;358
