CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;26;20;32;610;109
01:00;52;29;20;28;540;95
02:00;45;41;35;27;550;86
03:00;48;39;34;35;490;100
04:00;48;38;33;35;490;101
05:00;38;34;29;25;400;75
06:00;50;31;25;55;510;132
07:00;56;27;20;64;540;153
08:00;71;24;17;82;630;195
09:00;75;15;11;76;660;190
10:00;64;15;11;55;570;148
11:00;64;18;12;55;510;148
12:00;70;19;12;55;610;153
13:00;80;19;12;63;610;176
14:00;82;17;10;67;590;184
15:00;87;18;11;64;710;185
16:00;77;15;8;52;620;156
17:00;70;17;9;49;540;144
18:00;97;18;9;70;680;204
19:00;110;17;9;84;660;238
20:00;120;19;12;97;880;268
21:00;114;21;13;79;770;234
22:00;111;26;17;82;850;235
23:00;79;27;19;46;640;149
