CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;64;41;40;1310;89
01:00;30;67;41;24;1400;68
02:00;22;52;31;17;1210;48
03:00;22;42;25;15;1180;44
04:00;26;33;19;22;1140;60
05:00;18;30;17;11;1060;35
06:00;31;33;18;55;1160;115
07:00;50;35;18;150;1550;279
08:00;58;37;21;205;1770;372
09:00;65;42;23;178;1840;336
10:00;100;49;26;465;2990;810
11:00;91;45;25;371;2660;658
12:00;85;52;29;355;2890;628
13:00;68;72;44;213;2630;394
14:00;97;94;58;424;3890;744
15:00;99;112;69;384;3930;685
16:00;83;111;71;363;3860;638
17:00;71;158;103;225;3320;414
18:00;80;166;108;301;3640;539
19:00;70;195;128;309;3820;542
20:00;61;195;127;250;3620;442
21:00;75;182;118;329;4320;578
22:00;70;177;115;291;3590;515
23:00;49;134;87;164;2640;299
