CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;63;50;1050;141
01:00;51;65;19;760;78
02:00;30;51;8;550;43
03:00;48;50;15;570;69
04:00;42;50;22;580;76
05:00;58;48;96;930;203
06:00;70;56;132;1540;270
07:00;85;81;154;2040;318
08:00;101;103;148;1680;326
09:00;90;119;89;1050;225
10:00;85;110;76;950;200
11:00;77;78;58;810;165
12:00;70;69;48;800;142
13:00;75;51;47;760;146
14:00;78;41;50;910;154
15:00;84;37;61;1030;178
16:00;86;39;56;1020;171
17:00;88;44;57;1240;174
18:00;61;56;35;750;114
19:00;108;59;123;1530;296
20:00;116;49;150;1900;344
21:00;93;80;84;1460;221
22:00;84;85;78;1370;203
23:00;75;81;49;1170;149
