CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;91.527;80.3909;64.8864;52.9798;975.32;874.025;172.5
01:00;70.3968;76.6996;60.9393;32.4975;760.77;900.879;120.1
02:00;52.7058;53.9318;39.3036;50.3854;625.566;765.184;129.7
03:00;55.1082;53.2678;37.3333;46.7985;503.234;730.587;126.6
04:00;48.9585;49.3336;36.2098;45.6007;463.873;693.256;118.7
05:00;44.5415;45.2918;33.0962;46.3188;410.248;648.157;115.2
06:00;52.0607;55.306;40.8702;53.8638;434.095;603.395;134.5
07:00;56.3671;64.7344;49.6261;70.9262;608.56;577.573;164.7
08:00;68.5922;55.994;41.97;82.9466;736.742;558.163;195.3
09:00;76.6975;73.6778;31.104;85.7371;696.721;559.88;207.7
10:00;84.3442;57.4571;25.3849;91.3078;709.057;570.316;223.8
11:00;89.2988;36.9084;19.3639;64.1516;685.194;593.061;187.4
12:00;99.5169;31.1884;17.9315;55.6124;638.177;614.849;184.4
13:00;69.7214;22.5147;14.5403;25.8849;499.293;625.98;109.3
14:00;68.4705;22.716;13.5957;27.3651;498.953;634.087;110.4
15:00;62.5838;23.0022;13.8498;21.9922;448.719;614.107;96.2
16:00;82.1495;23.4567;13.3552;26.0481;536.346;589.058;121.8
17:00;92.6955;22.3687;13.4964;31.1078;545.938;570.21;140.2
18:00;115.661;26.7449;16.4892;46.4864;635.054;560.959;186.8
19:00;133.006;29.8364;17.8353;48.2734;717.788;565.033;206.8
20:00;150.393;33.7669;20.0539;46.0957;751.369;579.183;220.8
21:00;160.052;44.4318;25.88;72.113;963.74;637.238;270.3
22:00;150.511;60.5667;33.8724;116.443;1233.97;729.115;328.4
23:00;115.384;81.8724;59.0656;92.2177;1169.02;819.153;256.3
