CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;79;85;66;84;1170;207
01:00;65;90;77;42;1060;128
02:00;18;17;15;11;310;34
03:00;19;17;16;11;320;35
04:00;21;25;23;12;330;39
05:00;37;27;24;27;410;78
06:00;76;47;36;113;720;248
07:00;87;57;45;188;1090;374
08:00;92;56;45;162;1120;339
09:00;79;52;38;123;920;266
10:00;80;45;32;110;780;246
11:00;62;36;26;73;540;174
12:00;59;29;20;61;510;152
13:00;66;25;18;63;620;162
14:00;65;27;19;62;610;158
15:00;59;21;16;53;570;140
16:00;79;21;14;75;650;193
17:00;85;25;16;88;760;219
18:00;111;34;19;141;930;326
19:00;;40;21;;990;
20:00;108;43;21;173;1010;372
21:00;123;49;29;166;1290;376
22:00;103;72;48;124;1200;291
23:00;88;77;58;101;1230;241
