CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;59;53;83;890;174
01:00;40;58;52;39;680;99
02:00;33;59;54;31;750;81
03:00;33;53;48;29;710;78
04:00;32;55;48;40;700;94
05:00;45;50;43;92;750;184
06:00;47;51;45;125;860;237
07:00;65;50;44;231;1510;417
08:00;69;47;41;260;1480;466
09:00;74;46;40;256;1470;464
10:00;71;55;40;220;1280;406
11:00;48;58;40;136;1110;255
12:00;63;59;43;138;890;273
13:00;67;52;42;166;1160;321
14:00;76;55;47;230;1300;429
15:00;73;52;46;213;1330;398
16:00;74;54;47;211;1320;397
17:00;65;49;43;134;990;270
18:00;60;46;41;114;960;234
19:00;63;48;42;130;980;262
20:00;62;40;37;98;940;212
21:00;73;62;52;177;1430;343
22:00;56;64;55;122;1140;242
23:00;64;47;42;143;1100;281
