CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;41;28;1070
01:00;38;26;1030
02:00;48;33;1100
03:00;44;32;1010
04:00;48;35;920
05:00;37;28;860
06:00;50;34;850
07:00;61;41;890
08:00;70;49;1000
09:00;52;36;1050
10:00;46;32;1020
11:00;40;24;970
12:00;36;18;930
13:00;33;17;910
14:00;41;21;890
15:00;32;17;870
16:00;36;17;860
17:00;33;17;890
18:00;38;20;900
19:00;39;22;920
20:00;42;22;930
21:00;69;27;990
22:00;43;26;1020
23:00;37;25;1060
