CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;54;41;35;520;105
01:00;45;37;23;400;79
02:00;66;66;53;840;146
03:00;61;60;50;630;135
04:00;55;52;46;580;124
05:00;54;58;60;550;144
06:00;58;63;91;670;196
07:00;73;75;190;1110;362
08:00;107;116;315;1890;587
09:00;115;111;236;1440;473
10:00;102;75;114;810;274
11:00;92;68;91;790;230
12:00;108;64;110;990;274
13:00;124;87;158;1250;365
14:00;98;62;77;960;214
15:00;119;55;100;1260;270
16:00;131;63;130;1580;328
17:00;123;73;134;1180;326
18:00;109;62;97;1040;256
19:00;73;97;53;570;153
20:00;81;34;59;730;169
21:00;107;38;108;1010;269
22:00;97;33;96;1000;242
23:00;66;34;51;710;142
