CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;85;130;129;282
01:00;72;116;95;218
02:00;59;88;60;150
03:00;51;71;48;123
04:00;;82;;
05:00;47;85;64;144
06:00;44;72;115;219
07:00;51;81;161;297
08:00;63;100;153;296
09:00;75;100;151;305
10:00;80;106;134;283
11:00;97;95;165;349
12:00;98;74;112;269
13:00;101;69;117;280
14:00;74;47;61;166
15:00;77;46;58;166
16:00;86;26;73;198
17:00;102;16;97;249
18:00;104;23;89;240
19:00;111;39;94;255
20:00;126;40;136;334
21:00;130;56;202;438
22:00;133;86;274;552
23:00;103;122;175;370
