CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;62;273;212;238;3480;426
01:00;33;55;44;23;670;66
02:00;33;55;43;23;660;67
03:00;35;42;33;26;610;74
04:00;43;45;36;42;640;107
05:00;41;47;37;38;740;99
06:00;47;44;34;61;790;139
07:00;58;42;33;100;860;210
08:00;66;45;35;137;1050;276
09:00;79;54;42;175;1270;346
10:00;69;54;42;129;1110;265
11:00;66;46;35;100;960;219
12:00;52;57;35;59;720;143
13:00;76;67;38;102;970;231
14:00;89;70;39;125;1010;280
15:00;98;77;46;166;1280;352
16:00;104;81;52;210;1630;426
17:00;171;86;62;581;3480;1059
18:00;131;103;78;424;3000;778
19:00;106;178;139;316;2990;589
20:00;97;190;148;307;2960;566
21:00;87;215;168;276;3080;509
22:00;78;232;181;265;3270;483
23:00;68;261;202;226;3260;415
