CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;53;30;820;111
01:00;51;21;20;630;82
02:00;46;48;8;580;59
03:00;34;45;8;480;46
04:00;31;51;10;490;47
05:00;36;49;23;480;71
06:00;53;47;76;820;169
07:00;69;70;150;1440;299
08:00;75;97;139;1840;288
09:00;65;111;115;1350;241
10:00;83;133;117;1420;262
11:00;83;133;102;1430;239
12:00;83;121;96;1250;230
13:00;90;120;87;1420;223
14:00;84;132;65;1250;183
15:00;108;106;82;1180;233
16:00;117;95;87;1580;249
17:00;96;118;58;1310;184
18:00;94;114;73;1320;205
19:00;107;109;94;1720;251
20:00;113;77;96;1440;260
21:00;105;77;76;1350;222
22:00;90;84;55;1170;175
23:00;85;66;59;1060;177
