CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;59;1150;132
01:00;31;91;1540;169
02:00;28;57;920;114
03:00;30;61;920;123
04:00;26;62;1200;120
05:00;24;52;1210;104
06:00;27;61;830;120
07:00;29;78;1360;148
08:00;30;79;920;150
09:00;33;97;1100;180
10:00;36;107;1110;200
11:00;41;112;1220;212
12:00;50;152;1570;283
13:00;50;122;1420;236
14:00;57;105;1320;217
15:00;66;129;1610;263
16:00;68;162;1710;315
17:00;72;184;1920;353
18:00;67;160;1860;311
19:00;65;180;1800;340
20:00;60;156;1700;298
21:00;58;153;1660;291
22:00;57;151;1640;288
23:00;49;93;1270;191
