CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;126;94;2030;177
01:00;27;114;73;1730;139
02:00;44;216;46;1750;113
03:00;37;181;32;1660;86
04:00;33;179;68;1880;137
05:00;37;152;108;2110;202
06:00;37;177;131;2190;238
07:00;47;173;227;2690;394
08:00;44;185;163;2650;294
09:00;56;195;134;2420;262
10:00;70;181;106;1970;231
11:00;73;158;86;1670;203
12:00;72;104;60;1530;164
13:00;63;92;46;1180;134
14:00;83;71;65;1700;183
15:00;84;67;87;1380;217
16:00;96;45;114;2170;270
17:00;104;41;148;2310;329
18:00;127;69;433;4820;787
19:00;103;112;346;3990;633
20:00;92;155;324;3840;587
21:00;69;163;227;2900;416
22:00;55;161;162;2580;302
23:00;43;152;125;2230;234
