CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;38;146;40;100
01:00;16;50;14;39
02:00;13;49;8;26
03:00;16;44;10;32
04:00;17;39;9;31
05:00;20;33;12;39
06:00;35;25;37;94
07:00;51;29;82;178
08:00;64;46;135;272
09:00;58;46;100;213
10:00;63;41;111;233
11:00;74;61;163;324
12:00;85;73;204;397
13:00;70;78;124;259
14:00;82;63;160;326
15:00;95;64;183;377
16:00;96;62;191;389
17:00;100;64;269;511
18:00;101;88;341;623
19:00;103;116;323;598
20:00;88;137;288;528
21:00;92;144;314;574
22:00;78;149;167;334
23:00;63;158;84;192
