CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;30;47;19;700;59
01:00;24;35;10;500;39
02:00;47;68;36;880;101
03:00;37;48;22;710;71
04:00;37;67;43;640;102
05:00;46;49;95;950;191
06:00;54;67;76;1020;170
07:00;61;77;103;1490;218
08:00;63;51;108;1180;226
09:00;61;48;92;1190;202
10:00;50;52;60;850;141
11:00;49;39;63;800;145
12:00;43;48;50;740;119
13:00;39;46;47;670;110
14:00;46;19;68;860;149
15:00;60;22;89;1110;196
16:00;56;25;87;1050;190
17:00;49;47;66;1020;149
18:00;46;39;64;960;144
19:00;56;27;80;1180;178
20:00;53;51;65;960;153
21:00;48;45;55;770;132
22:00;51;57;63;870;147
23:00;35;51;23;620;70
