CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;9.4368;44.05;140.65;106.858;57.362;1305.66;1794.14;131.7
01:00;11.8957;38.3456;169.596;122.259;60.1296;1472.9;1801.76;130.1
02:00;11.9716;40.8303;192.162;130.298;87.821;1613.03;1744.6;175
03:00;11.7203;32.9716;184.266;128.851;55.6456;1547.55;1682.05;118
04:00;11.249;31.1325;173.061;118.751;44.5359;1431.84;1619.72;99.1
05:00;10.878;29.7668;161.005;116.045;30.555;1348.32;1566.47;76.6
06:00;10.3792;31.7616;161.861;115.166;49.1221;1359.08;1517.89;106.8
07:00;9.88398;33.9844;156.785;108.671;66.374;1392.01;1474.01;135.5
08:00;9.55215;43.4485;159.156;105.865;128.914;1519.63;1460.54;240.4
09:00;9.63525;41.7204;152.372;104.645;120.462;1402.77;1451.78;225.8
10:00;9.56195;43.6988;167.574;115.581;129.174;1589.57;1448.85;241.1
11:00;9.06586;48.9383;149.658;105.493;132.111;1478.51;1440.22;250.7
12:00;9.10452;47.7076;143.625;101.701;114.093;1400.42;1436.29;222
13:00;10.1833;57.0733;172.977;121.609;111.867;1578.14;1465.02;228.1
14:00;10.1371;58.0941;142.424;101.572;124.469;1433.61;1474.33;248.3
15:00;10.7949;73.8684;153.142;111.238;179.338;2015.92;1552.32;347.9
16:00;11.0299;81.2217;155.218;113.998;217.251;2275.08;1646.75;413.2
17:00;10.8627;79.7779;158.302;117.929;192.484;1956.13;1715.92;373.9
18:00;10.9212;76.2819;159.169;118.699;204.839;1908.84;1755.83;389.2
19:00;11.2502;80.5001;164.73;123.311;245.715;2099.1;1833.41;455.9
20:00;10.923;75.3185;159.887;120.178;202.883;2007.02;1909.23;385.3
21:00;10.8899;62.1847;154.111;116.713;151.176;1928.28;1953;293.2
22:00;10.3318;57.179;146.476;111.197;138.237;1686.38;1984.59;268.4
23:00;9.67844;48.5434;135.789;103.38;87.9384;1461.72;1915.32;182.8
