CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;83;62;46;58;880;171
01:00;51;39;32;22;490;83
02:00;54;38;30;26;570;93
03:00;48;40;34;27;570;88
04:00;46;40;35;35;610;99
05:00;48;38;34;65;590;146
06:00;57;45;39;166;910;310
07:00;99;52;44;268;1450;508
08:00;116;69;48;216;1530;446
09:00;115;68;42;165;1350;366
10:00;102;42;21;130;880;301
11:00;99;42;20;89;740;234
12:00;85;38;18;61;630;178
13:00;102;30;13;76;670;218
14:00;108;41;14;75;680;223
15:00;84;37;14;57;530;170
16:00;99;37;14;70;710;205
17:00;94;39;14;62;650;188
18:00;89;38;17;54;680;171
19:00;91;42;19;62;750;186
20:00;103;69;28;71;870;211
21:00;122;112;40;128;1210;317
22:00;114;63;40;109;1220;280
23:00;101;61;45;78;1020;220
