CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;18;23;17;44
01:00;18;27;14;39
02:00;22;23;16;47
03:00;16;23;11;32
04:00;14;22;10;28
05:00;17;16;9;30
06:00;23;9;12;42
07:00;52;15;52;131
08:00;50;26;61;142
09:00;64;27;132;264
10:00;60;34;131;259
11:00;61;50;138;270
12:00;67;59;123;254
13:00;74;59;122;259
14:00;78;53;127;271
15:00;86;63;225;428
16:00;63;87;133;264
17:00;38;73;50;113
18:00;37;49;49;111
19:00;34;37;50;110
20:00;;24;;
21:00;34;20;41;95
22:00;29;20;31;76
23:00;24;25;22;57
