CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;82;56;1920;139
01:00;25;37;13;350;44
02:00;21;31;9;330;36
03:00;19;29;9;290;33
04:00;19;27;7;260;31
05:00;31;21;16;320;56
06:00;36;31;27;480;78
07:00;39;37;39;460;99
08:00;50;39;57;650;137
09:00;59;48;71;850;167
10:00;56;70;82;840;180
11:00;51;71;60;790;142
12:00;55;64;66;930;156
13:00;53;61;65;930;153
14:00;62;64;83;1220;188
15:00;63;94;88;1340;198
16:00;66;91;95;1570;211
17:00;73;84;118;1830;253
18:00;63;104;83;1230;190
19:00;60;73;61;970;153
20:00;61;59;68;1060;164
21:00;70;61;104;1920;229
22:00;70;81;101;1670;223
23:00;59;76;83;1790;185
