CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;40;57;92;180
01:00;34;53;68;136
02:00;24;37;28;66
03:00;24;25;32;73
04:00;23;19;32;71
05:00;24;17;41;86
06:00;35;19;118;215
07:00;45;35;193;339
08:00;52;54;228;400
09:00;52;83;235;411
10:00;62;90;222;402
11:00;56;90;176;324
12:00;60;74;175;326
13:00;59;59;147;283
14:00;60;53;167;315
15:00;63;61;170;322
16:00;63;60;164;313
17:00;68;54;181;344
18:00;79;54;231;431
19:00;81;60;235;439
20:00;77;58;249;457
21:00;65;81;209;385
22:00;48;80;135;253
23:00;47;71;163;295
