CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;67;143;1300;286
01:00;61;91;1140;199
02:00;27;25;440;66
03:00;26;23;370;61
04:00;28;24;420;66
05:00;38;34;360;90
06:00;50;60;510;142
07:00;72;120;910;255
08:00;76;147;1090;300
09:00;79;116;820;255
10:00;75;111;710;244
11:00;76;107;920;240
12:00;69;90;710;206
13:00;72;105;840;232
14:00;72;83;810;199
15:00;70;83;750;196
16:00;75;99;860;226
17:00;82;104;910;241
18:00;96;164;1200;346
19:00;91;194;1400;387
20:00;99;250;1670;481
21:00;99;283;1780;531
22:00;99;284;1990;534
23:00;79;178;1500;351
