CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;61;44;19;35;460;113
01:00;47;37;19;29;370;92
02:00;47;53;30;34;580;97
03:00;32;39;22;18;390;60
04:00;39;47;27;39;440;97
05:00;46;58;33;67;520;149
06:00;48;43;24;98;570;198
07:00;55;47;27;130;860;253
08:00;66;40;22;151;990;297
09:00;74;58;31;196;1120;374
10:00;81;42;22;124;830;271
11:00;104;31;15;123;860;292
12:00;98;30;13;88;610;233
13:00;97;29;13;86;630;230
14:00;88;25;10;64;550;186
15:00;93;17;8;60;580;185
16:00;88;25;11;53;530;170
17:00;82;32;14;55;550;166
18:00;82;36;17;60;640;174
19:00;108;41;18;115;870;284
20:00;107;82;26;117;1030;287
21:00;86;87;31;80;730;208
22:00;93;62;28;99;840;244
23:00;78;45;21;61;580;172
