CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;56;199;70;163
01:00;19;31;13;39
02:00;15;31;9;28
03:00;11;27;8;23
04:00;9;23;5;18
05:00;8;14;5;16
06:00;15;15;11;33
07:00;27;22;21;59
08:00;43;20;45;111
09:00;42;23;45;111
10:00;41;37;43;107
11:00;46;23;48;119
12:00;48;33;63;143
13:00;54;21;59;144
14:00;53;16;64;151
15:00;50;88;64;147
16:00;56;130;65;155
17:00;64;154;73;176
18:00;78;211;98;227
19:00;72;220;88;206
20:00;63;212;72;171
21:00;68;190;81;191
22:00;74;207;108;238
23:00;68;188;105;228
