CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;70;120;117;248
01:00;60;175;107;223
02:00;58;186;89;194
03:00;54;163;146;276
04:00;47;184;135;253
05:00;47;199;75;162
06:00;39;184;35;93
07:00;50;165;123;238
08:00;61;172;175;328
09:00;65;214;169;322
10:00;69;198;113;240
11:00;53;170;101;207
12:00;48;167;74;159
13:00;52;135;73;164
14:00;70;111;90;207
15:00;71;113;95;215
16:00;85;94;134;288
17:00;91;110;176;359
18:00;94;108;183;374
19:00;85;119;153;319
20:00;86;110;169;343
21:00;83;114;164;334
22:00;80;123;153;314
23:00;76;117;135;281
