CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;46;94;35;99
01:00;40;86;33;91
02:00;34;135;121;218
03:00;28;101;94;171
04:00;31;97;57;118
05:00;33;92;90;171
06:00;36;84;139;249
07:00;46;95;237;408
08:00;58;122;308;530
09:00;61;147;284;496
10:00;70;141;292;517
11:00;80;156;204;392
12:00;86;;166;339
13:00;75;103;89;212
14:00;81;71;89;216
15:00;;73;;
16:00;98;92;141;313
17:00;93;84;117;272
18:00;108;83;163;357
19:00;100;104;159;343
20:00;89;94;147;314
21:00;80;100;95;224
22:00;66;93;86;198
23:00;58;98;57;145
