CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;45;28;85
01:00;38;39;21;70
02:00;76;221;34;128
03:00;61;203;20;89
04:00;65;197;26;105
05:00;78;194;62;172
06:00;77;184;119;258
07:00;82;207;190;373
08:00;82;233;199;386
09:00;101;218;220;438
10:00;125;230;217;457
11:00;128;228;134;332
12:00;120;222;96;267
13:00;108;180;73;219
14:00;105;169;71;214
15:00;93;143;77;210
16:00;74;150;81;197
17:00;66;128;64;164
18:00;56;77;61;149
19:00;71;62;80;192
20:00;72;55;80;193
21:00;81;43;117;258
22:00;74;40;92;213
23:00;52;52;47;124
