CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;39;16;620;51
01:00;86;;281;3950;515
02:00;70;;130;2610;267
03:00;63;;95;2200;207
04:00;64;;115;2250;238
05:00;61;;119;2130;241
06:00;69;;189;2290;358
07:00;76;;305;3090;541
08:00;95;;406;3980;715
09:00;95;;269;3110;505
10:00;109;;260;3280;506
11:00;129;;231;2970;482
12:00;138;259;210;2480;458
13:00;127;254;171;2270;388
14:00;103;189;117;1590;280
15:00;88;174;89;1480;224
16:00;106;174;142;2200;323
17:00;101;191;136;2030;308
18:00;97;154;128;2140;292
19:00;100;168;184;2710;380
20:00;98;198;175;2820;365
21:00;81;204;146;2390;304
22:00;47;188;51;1190;124
23:00;45;101;39;890;104
