CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;67;234;167;321
01:00;18;24;8;31
02:00;18;17;9;31
03:00;14;23;6;23
04:00;14;33;6;23
05:00;14;23;7;24
06:00;23;27;14;44
07:00;26;14;18;55
08:00;35;10;27;76
09:00;;12;;
10:00;51;21;47;122
11:00;46;35;44;112
12:00;47;25;39;106
13:00;53;34;47;125
14:00;53;43;51;130
15:00;57;44;54;138
16:00;66;55;64;163
17:00;77;52;75;189
18:00;98;59;91;235
19:00;124;64;235;482
20:00;118;103;262;518
21:00;113;137;245;487
22:00;104;202;319;590
23:00;81;278;182;359
