CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;72;47;1040;123
01:00;41;48;33;800;92
02:00;20;38;14;580;41
03:00;20;25;13;510;40
04:00;25;27;19;520;54
05:00;47;28;75;810;162
06:00;61;19;136;1400;269
07:00;75;48;148;1970;301
08:00;68;67;119;1470;250
09:00;69;68;102;1320;225
10:00;58;54;89;1150;194
11:00;65;35;112;1480;236
12:00;62;35;80;1180;184
13:00;51;38;64;950;148
14:00;52;27;61;1000;145
15:00;65;26;74;1260;179
16:00;72;27;86;1430;203
17:00;72;24;84;1310;199
18:00;78;24;103;1780;234
19:00;69;51;68;1350;173
20:00;86;47;106;1380;247
21:00;82;38;125;1620;273
22:00;73;48;113;1600;246
23:00;59;51;73;1140;170
