CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;27;22;38;620;103
01:00;52;17;14;27;590;92
02:00;46;45;34;57;850;132
03:00;37;54;42;44;720;103
04:00;32;67;51;33;750;82
05:00;34;76;56;34;710;86
06:00;36;72;51;39;710;96
07:00;35;52;39;38;690;93
08:00;40;54;45;45;680;110
09:00;50;54;44;50;570;127
10:00;49;45;36;40;540;109
11:00;50;48;36;44;620;116
12:00;49;51;35;37;630;105
13:00;56;41;29;35;630;109
14:00;65;45;32;38;720;124
15:00;64;48;35;46;790;133
16:00;73;48;32;56;820;159
17:00;82;42;30;77;1150;199
18:00;55;33;25;47;730;126
19:00;50;35;26;40;670;111
20:00;56;38;27;51;750;133
21:00;61;39;29;55;840;144
22:00;42;34;26;30;490;87
23:00;41;40;32;32;600;89
