CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;106;86;109;1230;222
01:00;39;118;103;51;1260;116
02:00;34;134;115;51;1470;112
03:00;31;131;114;48;1430;104
04:00;33;123;106;39;1320;93
05:00;40;96;81;60;1090;132
06:00;51;52;39;99;700;202
07:00;61;49;36;135;860;268
08:00;76;61;43;243;1240;447
09:00;79;77;50;266;1210;485
10:00;80;94;59;262;1160;481
11:00;76;97;62;242;1090;446
12:00;74;103;65;215;1050;402
13:00;66;105;60;175;950;333
14:00;71;92;56;154;850;306
15:00;81;86;50;187;1090;366
16:00;73;79;47;169;1060;331
17:00;92;90;45;215;1190;420
18:00;103;105;58;271;1480;517
19:00;111;145;85;366;1840;671
20:00;87;154;106;259;1740;483
21:00;73;130;93;203;1410;383
22:00;70;130;94;183;1450;349
23:00;64;117;80;127;1290;257
