CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;232;3240;402
01:00;53;96;1920;198
02:00;49;111;1850;218
03:00;39;49;930;112
04:00;36;46;670;105
05:00;34;43;660;100
06:00;37;74;720;149
07:00;47;137;1170;255
08:00;49;148;1250;274
09:00;52;170;1240;310
10:00;50;133;980;252
11:00;64;123;910;250
12:00;64;129;930;260
13:00;73;151;1120;302
14:00;51;87;740;182
15:00;66;150;1130;294
16:00;75;194;1470;371
17:00;85;279;2410;511
18:00;88;283;2700;521
19:00;90;314;2780;569
20:00;85;343;3350;609
21:00;76;332;3570;584
22:00;65;324;4070;560
23:00;57;288;3770;496
