CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;26;610;89
01:00;44;23;630;79
02:00;45;25;610;82
03:00;33;19;520;62
04:00;25;13;450;45
05:00;24;12;450;44
06:00;29;18;480;56
07:00;31;21;480;63
08:00;40;31;560;88
09:00;39;35;530;92
10:00;42;33;520;92
11:00;47;36;610;101
12:00;42;32;500;90
13:00;48;36;480;102
14:00;47;42;500;111
15:00;55;45;540;124
16:00;60;47;550;132
17:00;71;66;680;172
18:00;65;51;620;143
19:00;70;56;660;156
20:00;81;67;780;184
21:00;65;46;720;136
22:00;59;41;680;121
23:00;63;48;830;137
