CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;57;45;43;122
01:00;47;38;25;83
02:00;38;41;32;87
03:00;37;31;23;72
04:00;34;28;29;78
05:00;34;32;53;115
06:00;39;33;132;241
07:00;51;43;198;353
08:00;;56;;
09:00;78;66;151;307
10:00;91;61;178;364
11:00;78;82;106;239
12:00;79;64;111;248
13:00;79;53;110;246
14:00;84;60;86;215
15:00;94;50;102;249
16:00;101;47;120;283
17:00;95;61;132;297
18:00;119;44;202;427
19:00;108;53;154;343
20:00;109;47;194;404
21:00;97;72;159;340
22:00;71;58;72;179
23:00;70;55;88;204
