CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;9;27;550;75
01:00;33;43;23;500;67
02:00;44;130;53;860;124
03:00;35;80;63;920;130
04:00;41;87;77;870;158
05:00;55;80;90;940;191
06:00;57;67;85;1040;185
07:00;48;76;54;950;129
08:00;67;42;90;1270;204
09:00;68;20;85;1150;196
10:00;61;12;89;1120;197
11:00;59;30;79;1060;180
12:00;57;35;74;1050;170
13:00;56;37;65;880;154
14:00;49;37;45;750;117
15:00;50;31;51;840;127
16:00;55;32;55;890;138
17:00;58;29;62;1040;152
18:00;59;46;69;1010;164
19:00;59;51;70;1140;165
20:00;57;39;59;820;146
21:00;51;41;57;780;137
22:00;55;42;61;890;148
23:00;43;16;34;660;94
