CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;46;35;96;970;213
01:00;52;48;38;58;790;140
02:00;36;41;33;29;590;81
03:00;37;42;34;41;650;99
04:00;31;41;33;39;590;90
05:00;35;41;34;48;540;108
06:00;44;36;31;109;740;209
07:00;54;39;31;197;1200;354
08:00;54;44;36;216;1350;384
09:00;71;43;34;169;1170;329
10:00;87;56;37;172;1270;349
11:00;89;47;33;95;890;234
12:00;97;41;30;122;930;282
13:00;89;34;23;91;760;229
14:00;86;32;22;77;730;202
15:00;107;37;24;115;930;283
16:00;103;32;23;107;1040;265
17:00;113;35;25;144;1190;332
18:00;108;39;27;171;1250;369
19:00;117;36;26;231;1460;469
20:00;109;40;28;213;1300;434
21:00;94;42;31;179;1220;367
22:00;84;43;31;144;1220;304
23:00;80;44;32;142;1150;296
