CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;88;81;48;1030;160
01:00;58;67;19;550;87
02:00;41;52;18;480;68
03:00;40;36;17;340;65
04:00;41;41;35;500;95
05:00;49;33;110;890;218
06:00;55;41;149;1430;282
07:00;78;63;160;2560;322
08:00;87;86;124;1850;276
09:00;76;81;99;1050;228
10:00;76;51;70;1120;183
11:00;73;47;65;980;171
12:00;74;41;63;800;170
13:00;71;32;52;700;150
14:00;70;37;53;740;150
15:00;92;37;89;1370;228
16:00;79;30;61;1110;172
17:00;86;38;65;1220;183
18:00;103;32;86;1350;235
19:00;91;45;80;1450;212
20:00;97;51;107;1460;261
21:00;96;48;127;1840;290
22:00;93;83;103;1490;249
23:00;93;73;78;1230;211
