CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;35.6344;42.4054;34.0082;55.4014;745.34;859.083;120.782
01:00;34.3378;68.8799;43.6172;56.3;691.099;975.135;120.703
02:00;33.5089;56.4063;40.3469;31.0448;589.721;874.942;81.1325
03:00;33.3622;61.5797;43.1878;29.9093;574.722;793.924;79.2412
04:00;33.8734;74.0812;46.9616;23.462;633.315;725.743;69.8723
05:00;34.4127;62.3844;47.3586;32.5304;682.45;707.945;84.3144
06:00;35.3884;92.5767;57.465;58.3499;793.3;713.358;124.892
07:00;43.8789;86.0412;60.9218;135.911;1035.96;732.182;252.374
08:00;52.2111;97.2099;65.8958;186.267;1221.9;777.808;337.963
09:00;58.3917;90.5499;60.9628;229.356;1313.09;855.557;410.143
10:00;54.012;107.461;66.3158;215.286;1353.79;951.066;384.442
11:00;54.165;122.885;79.7686;202.43;1388.68;1052.81;364.713
12:00;66.4916;122.007;80.9626;245.596;1652.21;1180.17;442.976
13:00;71.6541;104.435;74.2095;222.422;1424.07;1272.87;412.939
14:00;57.161;99.7029;69.2989;194.321;1335.27;1340.62;355.356
15:00;58.2338;57.6011;35.3248;145.978;846.4;1316.93;282.371
16:00;62.935;60.4715;38.8075;169.228;1159.83;1309.17;322.846
17:00;61.5301;58.0417;40.264;172.369;1197.67;1294.74;325.954
18:00;52.6835;60.8452;42.0599;147.193;1085.95;1261.26;278.52
19:00;50.4001;60.8146;39.8379;140.741;973.56;1209.37;266.33
20:00;42.0286;54.3335;38.7397;78.4879;781.62;1100.55;162.332
21:00;40.9355;50.9073;37.4612;71.3294;698.291;1009.82;150.447
22:00;32.149;44.4828;35.8299;57.9761;658.145;925.183;121.026
23:00;35.001;41.483;32.9213;63.8911;732.09;910.895;133.019
